ANO;MES;ID;TIPOEDIFICIO;EDIFICIO;DIRECCION;DISTRITO;BARRIO;COORDENADA-X;COORDENADA-Y;LONGITUD;LATITUD;SENSOR;TIPO;CLASE;GRUPO;UNIDADES;CONSUMO
2020;5;1929;Centros deportivos;CDM Hortaleza;CARRETERA ESTACION DE HORTALEZA, 11 28033 MADRID;HORTALEZA;AP�STOL SANTIAGO;4.446.833.187.308.760;4.481.107.056.204.390;-3.652.621;40.478.809;AMCDMHORTALEZACT_Gas_General;Externo;Gas;Ninguno;m3;35
2020;5;1929;Centros deportivos;CDM Hortaleza;CARRETERA ESTACION DE HORTALEZA, 11 28033 MADRID;HORTALEZA;AP�STOL SANTIAGO;4.446.833.187.308.760;4.481.107.056.204.390;-3.652.621;40.478.809;AMCDMHORTALEZACT_Interruptor_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;1
2020;5;304;Centros escolares;CEIP Pradolongo;CALLE PARQUE DE LA PALOMA, 9 28026 MADRID;USERA;ZOFIO;4.392.357.269.480.180;4.470.063.370.086.310;-3.715.831;40.378.942;AMCPPRADOLONGO_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;2501,2
2020;5;304;Centros escolares;CEIP Pradolongo;CALLE PARQUE DE LA PALOMA, 9 28026 MADRID;USERA;ZOFIO;4.392.357.269.480.180;4.470.063.370.086.310;-3.715.831;40.378.942;AMCPPRADOLONGO_Gas_General;Externo;Gas;Ninguno;m3;0
2020;5;304;Centros escolares;CEIP Pradolongo;CALLE PARQUE DE LA PALOMA, 9 28026 MADRID;USERA;ZOFIO;4.392.357.269.480.180;4.470.063.370.086.310;-3.715.831;40.378.942;AMCPPRADOLONGO_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;5,6
2020;5;108;Centros escolares;CEIP Puerto Rico;CALLE SEGURA, 74 28041 MADRID;USERA;ORCASITAS;4.389.556.114.543.370;4.468.897.524.748.010;-3.719.019;40.368.419;AMCPPRICO_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;1559,2
2020;5;108;Centros escolares;CEIP Puerto Rico;CALLE SEGURA, 74 28041 MADRID;USERA;ORCASITAS;4.389.556.114.543.370;4.468.897.524.748.010;-3.719.019;40.368.419;AMCPPRICO_Gas_General;Externo;Gas;Ninguno;m3;0
2020;5;108;Centros escolares;CEIP Puerto Rico;CALLE SEGURA, 74 28041 MADRID;USERA;ORCASITAS;4.389.556.114.543.370;4.468.897.524.748.010;-3.719.019;40.368.419;AMCPPRICO_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;0
2020;5;116;Centros escolares;CEIP Ntra Sra de la Paloma;CALLE TABERNILLAS, 2 28005 MADRID;CENTRO;PALACIO;4.396.427.023.183.110;4.473.629.386.328.640;-3.711.375;40.411.096;AMCPPALOMA_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;3322,2
2020;5;116;Centros escolares;CEIP Ntra Sra de la Paloma;CALLE TABERNILLAS, 2 28005 MADRID;CENTRO;PALACIO;4.396.427.023.183.110;4.473.629.386.328.640;-3.711.375;40.411.096;AMCPPALOMA_Gas;Externo;Gas;Gas;m3;369,2
2020;5;116;Centros escolares;CEIP Ntra Sra de la Paloma;CALLE TABERNILLAS, 2 28005 MADRID;CENTRO;PALACIO;4.396.427.023.183.110;4.473.629.386.328.640;-3.711.375;40.411.096;AMCPPALOMA_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;0,1
2020;5;906;Centros culturales y bibliotecas;CC Conde Duque;CALLE CONDE DUQUE, 11 28015 MADRID;CENTRO;UNIVERSIDAD;43.971.607.760.348.200;4.475.426.585.031.900;-3.710.680.603.981;404.272.912.991.656;acciona_condeduque;telemedida;Energia activa;Activa Contador Gral - Bus;kWh;175526
2020;5;906;Centros culturales y bibliotecas;CC Conde Duque;CALLE CONDE DUQUE, 11 28015 MADRID;CENTRO;UNIVERSIDAD;43.971.607.760.348.200;4.475.426.585.031.900;-3.710.680.603.981;404.272.912.991.656;acciona_condeduque;telemedida;Energia reactiva;Reactiva tarifa 6.1A;kVAr;12330
2020;5;1174;Centros administrativos;Sede AG Hacienda;CALLE ALCALA, 45 28014 MADRID;CENTRO;JUSTICIA;44.093.723.804.780.700;4.474.516.898.001.720;-3.696.201;40.419.184;acciona_sedeaghacienda;telemedida;Energia activa;Ninguno;kWh;34983
2020;5;1174;Centros administrativos;Sede AG Hacienda;CALLE ALCALA, 45 28014 MADRID;CENTRO;JUSTICIA;44.093.723.804.780.700;4.474.516.898.001.720;-3.696.201;40.419.184;acciona_sedeaghacienda;telemedida;Energia reactiva;Ninguno;kVAr;5332
2020;5;1771;Centros deportivos;CDM La Mas�;CALLE MASO, 80 (C/V VENTISQUERO DE LA CONDESA) 28034 MADRID;FUENCARRAL-EL PARDO;MIRASIERRA;43.937.453.410.954.900;4.481.857.029.131.130;-37.153.208.255.768;404.851.944.115.249;AMCDMLAMASO_GeneralBT;Externo;Energia activa;Activa Interruptor Gral;kWh;78378
2020;5;1771;Centros deportivos;CDM La Mas�;CALLE MASO, 80 (C/V VENTISQUERO DE LA CONDESA) 28034 MADRID;FUENCARRAL-EL PARDO;MIRASIERRA;43.937.453.410.954.900;4.481.857.029.131.130;-37.153.208.255.768;404.851.944.115.249;AMCDMLAMASO_Gas;Externo;Gas;Gas;m3;0
2020;5;1771;Centros deportivos;CDM La Mas�;CALLE MASO, 80 (C/V VENTISQUERO DE LA CONDESA) 28034 MADRID;FUENCARRAL-EL PARDO;MIRASIERRA;43.937.453.410.954.900;4.481.857.029.131.130;-37.153.208.255.768;404.851.944.115.249;AMCDMLAMASO_GeneralBT;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;33
2020;5;288;Centros culturales y bibliotecas;CC La Vaguada;AVENIDA� MONFORTE DE LEMOS, 38 28029 MADRID;FUENCARRAL-EL PARDO;EL PILAR;4.398.907.387.728.190;4.481.167.137.801.540;-37.091.651.558.876;404.790.171.574.762;AMLAVAGUADACCULTURAL_General_CC;Externo;Energia activa;Ninguno;kWh;18688
2020;5;288;Centros culturales y bibliotecas;CC La Vaguada;AVENIDA� MONFORTE DE LEMOS, 38 28029 MADRID;FUENCARRAL-EL PARDO;EL PILAR;4.398.907.387.728.190;4.481.167.137.801.540;-37.091.651.558.876;404.790.171.574.762;AMLAVAGUADACCULTURAL_Gas_CC;Externo;Gas;Gas;m3;0
2020;5;853;Centros culturales y bibliotecas;Biblioteca Gloria Fuertes;AVENIDA LOGRO�O, 179 28042 MADRID;BARAJAS;CORRALEJOS;4.496.621.633.752.960;4.479.050.269.466.980;-3.593.721;40.460.597;AMBIBGLORIAFUERTES_Electricidad_General* 0,572;Procesado;Energia activa;Ninguno;kWh;1725,724
2020;5;853;Centros culturales y bibliotecas;Biblioteca Gloria Fuertes;AVENIDA LOGRO�O, 179 28042 MADRID;BARAJAS;CORRALEJOS;4.496.621.633.752.960;4.479.050.269.466.980;-3.593.721;40.460.597;AMBIBGLORIAFUERTES_Gas_General* 0,6;Procesado;Gas;Gas;m3;0
2020;5;1763;Centros culturales y bibliotecas;Biblioteca Francisco Ayala;BULEVAR INDALECIO PRIETO, 21 28032 MADRID;VIC�LVARO;VALDEBERNARDO;44.729.595.784.966.900;447.232.586.548.837;-36.210.706.830.025;403.998.728.193.385;0,2077 * (AMBIBFAYALA_Enfriadora + AMBIBFAYALA_General_Clima) + AMBIBFAYALA_General_Biblioteca;Procesado;Energia activa;Ninguno;kWh;762
2020;5;1763;Centros culturales y bibliotecas;Biblioteca Francisco Ayala;BULEVAR INDALECIO PRIETO, 21 28032 MADRID;VIC�LVARO;VALDEBERNARDO;44.729.595.784.966.900;447.232.586.548.837;-36.210.706.830.025;403.998.728.193.385;0,267 * AMBIBFAYALA_Gas_General;Procesado;Gas;Gas;m3;0
2020;5;1825;Centros deportivos;CDM Concepci�n;CALLE JOSE DEL HIERRO, 5 28027 MADRID;CIUDAD LINEAL;CONCEPCI�N;445.003.742.603.455;4.476.491.388.690.850;-3.648.441;4.043.725;AMCDMCONCEPCION_CGBT_Interruptor_General;Externo;Energia activa;Activa Interruptor Gral;kWh;2560
2020;5;1825;Centros deportivos;CDM Concepci�n;CALLE JOSE DEL HIERRO, 5 28027 MADRID;CIUDAD LINEAL;CONCEPCI�N;445.003.742.603.455;4.476.491.388.690.850;-3.648.441;4.043.725;AMCDMCONCEPCIONVEST_Gas_General;Externo;Gas;Ninguno;m3;0
2020;5;1825;Centros deportivos;CDM Concepci�n;CALLE JOSE DEL HIERRO, 5 28027 MADRID;CIUDAD LINEAL;CONCEPCI�N;445.003.742.603.455;4.476.491.388.690.850;-3.648.441;4.043.725;AMCDMCONCEPCION_CGBT_Interruptor_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;74
2020;5;631;Centros deportivos;CDM Aluche;AVENIDA DE LAS AGUILAS, 14 28044 MADRID;LATINA;LAS �GUILAS;4.344.998.495.017.540;4.470.564.278.982.010;-37.716.686.725.616;403.830.956.005.522;AMCDMALUCHECT_CT_General;Externo;Energia activa;Ninguno;kWh;8365
2020;5;631;Centros deportivos;CDM Aluche;AVENIDA DE LAS AGUILAS, 14 28044 MADRID;LATINA;LAS �GUILAS;4.344.998.495.017.540;4.470.564.278.982.010;-37.716.686.725.616;403.830.956.005.522;AMCDMALUCHECT_Gas_Piscinas;Externo;Gas;Gas;m3;0
2020;5;631;Centros deportivos;CDM Aluche;AVENIDA DE LAS AGUILAS, 14 28044 MADRID;LATINA;LAS �GUILAS;4.344.998.495.017.540;4.470.564.278.982.010;-37.716.686.725.616;403.830.956.005.522;AMCDMALUCHECT_CT_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;824
2020;5;1028;Centros escolares;CEIP Madro�o;CALLE LAS MARISMAS, 14 28038 MADRID;PUENTE DE VALLECAS;NUMANCIA;4.443.867.276.747.290;4.472.608.306.362.500;-3.655.376;40.402.228;AMCPMADRONO_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;1276,3
2020;5;1028;Centros escolares;CEIP Madro�o;CALLE LAS MARISMAS, 14 28038 MADRID;PUENTE DE VALLECAS;NUMANCIA;4.443.867.276.747.290;4.472.608.306.362.500;-3.655.376;40.402.228;AMCPMADRONO_Gas;Externo;Gas;Gas;m3;0,2
2020;5;1028;Centros escolares;CEIP Madro�o;CALLE LAS MARISMAS, 14 28038 MADRID;PUENTE DE VALLECAS;NUMANCIA;4.443.867.276.747.290;4.472.608.306.362.500;-3.655.376;40.402.228;AMCPMADRONO_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;13,4
2020;5;850;Centros culturales y bibliotecas;Biblioteca Miguel Delibes;CALLE ARROYO BELINCOSO, 11 (JUNTO A CENTRO CULTURAL EDUARDO CHILLIDA) 28030 MADRID;MORATALAZ;MEDIA LEGUA;4.445.895.301.670.020;4.473.440.919.599.180;-36.530.587.077.141;404.097.421.858.525;AMBIBMDELIBES_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;896
2020;5;850;Centros culturales y bibliotecas;Biblioteca Miguel Delibes;CALLE ARROYO BELINCOSO, 11 (JUNTO A CENTRO CULTURAL EDUARDO CHILLIDA) 28030 MADRID;MORATALAZ;MEDIA LEGUA;4.445.895.301.670.020;4.473.440.919.599.180;-36.530.587.077.141;404.097.421.858.525;AMBIBMDELIBES_Gas_General;Externo;Gas;Gas;m3;0
2020;5;850;Centros culturales y bibliotecas;Biblioteca Miguel Delibes;CALLE ARROYO BELINCOSO, 11 (JUNTO A CENTRO CULTURAL EDUARDO CHILLIDA) 28030 MADRID;MORATALAZ;MEDIA LEGUA;4.445.895.301.670.020;4.473.440.919.599.180;-36.530.587.077.141;404.097.421.858.525;AMBIBMDELIBES_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;13
2020;5;772;Centros administrativos;JMD Centro;CALLE MAYOR, 72 28013 MADRID;CENTRO;PALACIO;43.970.082.290.410.800;4.474.124.142.600.910;-37.107.369.303.703;404.155.572.059.031;JuntaDistritoCentroSotano_Electricidad;Externo;Energia activa;Activa Contador Gral - Bus;kWh;
2020;5;772;Centros administrativos;JMD Centro;CALLE MAYOR, 72 28013 MADRID;CENTRO;PALACIO;43.970.082.290.410.800;4.474.124.142.600.910;-37.107.369.303.703;404.155.572.059.031;JuntaDistritoCentroAzotea_Gas;Externo;Gas;Gas;m3;0
2020;5;772;Centros administrativos;JMD Centro;CALLE MAYOR, 72 28013 MADRID;CENTRO;PALACIO;43.970.082.290.410.800;4.474.124.142.600.910;-37.107.369.303.703;404.155.572.059.031;JuntaDistritoCentroSotano_Electricidad;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;
2020;5;2096;Centros culturales y bibliotecas;Biblioteca Eugenio Tr�as;PASEO FERNAN NU�EZ, 24 28009 MADRID;RETIRO;LOS JER�NIMOS;4.424.017.379.649.850;4.474.247.413.462.150;-3.678.915;40.416.859;AMBIBETRIAS_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;5710
2020;5;2096;Centros culturales y bibliotecas;Biblioteca Eugenio Tr�as;PASEO FERNAN NU�EZ, 24 28009 MADRID;RETIRO;LOS JER�NIMOS;4.424.017.379.649.850;4.474.247.413.462.150;-3.678.915;40.416.859;AMBIBETRIAS_Gas_General;Externo;Gas;Gas;m3;0
2020;5;2096;Centros culturales y bibliotecas;Biblioteca Eugenio Tr�as;PASEO FERNAN NU�EZ, 24 28009 MADRID;RETIRO;LOS JER�NIMOS;4.424.017.379.649.850;4.474.247.413.462.150;-3.678.915;40.416.859;AMBIBETRIAS_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;681
2020;5;1083;Centros mixtos;Complejo La Vaguada;AVENIDA MONFORTE DE LEMOS, 38-40 28029 MADRID;FUENCARRAL-EL PARDO;EL PILAR;4.400.364.416.737.010;4.481.276.192.934.670;-37.074.566;404.800.101;AMLAVAGUADACT_Contador_General;Externo;Energia activa;Activa Contador Gral - Bus;kWh;NO DATA
2020;5;1083;Centros mixtos;Complejo La Vaguada;AVENIDA MONFORTE DE LEMOS, 38-40 28029 MADRID;FUENCARRAL-EL PARDO;EL PILAR;4.400.364.416.737.010;4.481.276.192.934.670;-37.074.566;404.800.101;AMLAVAGUADACT_Contador_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;NO DATA
2020;5;658;Centros escolares;CEIP Bolivia;CALLE VILLAVALIENTE, 29 28011 MADRID;LATINA;LUCERO;436.373.235.092.394;447.326.833.311.022;-374.987;404.076;AMCEIPBOLIVIA_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;616,5
2020;5;658;Centros escolares;CEIP Bolivia;CALLE VILLAVALIENTE, 29 28011 MADRID;LATINA;LUCERO;436.373.235.092.394;447.326.833.311.022;-374.987;404.076;AMCEIPBOLIVIA_Gas_General;Externo;Gas;Gas;m3;0,1
2020;5;658;Centros escolares;CEIP Bolivia;CALLE VILLAVALIENTE, 29 28011 MADRID;LATINA;LUCERO;436.373.235.092.394;447.326.833.311.022;-374.987;404.076;AMCEIPBOLIVIA_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;0,4
2020;5;509;Centros culturales y bibliotecas;Biblioteca La Elipa - Islas Filipinas;CALLE NUESTRA SE�ORA DEL VILLAR, 6 28017 MADRID;CIUDAD LINEAL;VENTAS;44.470.558.869.086.700;4.474.960.039.650.420;-3.651.823;40.423.435;AMBIBIFILIPINAS_Gas_General;Externo;Gas;Gas;m3;774,86
2020;5;509;Centros culturales y bibliotecas;Biblioteca La Elipa - Islas Filipinas;CALLE NUESTRA SE�ORA DEL VILLAR, 6 28017 MADRID;CIUDAD LINEAL;VENTAS;44.470.558.869.086.700;4.474.960.039.650.420;-3.651.823;40.423.435;AMBIBIFILIPINAS_Electricidad_General - AMBIBIFILIPINAS_Electricidad_CentroMayores - AMBIBIFILIPINAS_Electricidad_SocioCultural;Procesado;Energia activa;Ninguno;kWh;1193
2020;5;509;Centros culturales y bibliotecas;Biblioteca La Elipa - Islas Filipinas;CALLE NUESTRA SE�ORA DEL VILLAR, 6 28017 MADRID;CIUDAD LINEAL;VENTAS;44.470.558.869.086.700;4.474.960.039.650.420;-3.651.823;40.423.435;AMBIBIFILIPINAS_Gas_General*0,429;Procesado;Gas;Gas;m3;332,41494
2020;5;582;Centros escolares;CEIP Isaac Peral;GLORIETA RUFINO NOVALVOS, 5 28025 MADRID;CARABANCHEL;PUERTA BONITA;43.796.783.319.165.600;4.470.923.828.634.290;-373.085;403.866;AMCEIPISAACPERAL_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;1251,6
2020;5;582;Centros escolares;CEIP Isaac Peral;GLORIETA RUFINO NOVALVOS, 5 28025 MADRID;CARABANCHEL;PUERTA BONITA;43.796.783.319.165.600;4.470.923.828.634.290;-373.085;403.866;AMCEIPISAACPERAL_Gas_General;Externo;Gas;Gas;m3;0,1
2020;5;582;Centros escolares;CEIP Isaac Peral;GLORIETA RUFINO NOVALVOS, 5 28025 MADRID;CARABANCHEL;PUERTA BONITA;43.796.783.319.165.600;4.470.923.828.634.290;-373.085;403.866;AMCEIPISAACPERAL_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;0,8
2020;5;167;Centros escolares;CEIP Ntra Sra Fuencisla;CALLE TOMELLOSO, 39 28026 MADRID;USERA;ALMENDRALES;4.407.450.145.335.650;4.470.201.385.031.260;-3.698.065;40.380.294;AMCPFUENCISLA_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;2202,1
2020;5;167;Centros escolares;CEIP Ntra Sra Fuencisla;CALLE TOMELLOSO, 39 28026 MADRID;USERA;ALMENDRALES;4.407.450.145.335.650;4.470.201.385.031.260;-3.698.065;40.380.294;AMCPFUENCISLA_Gas_General;Externo;Gas;Ninguno;m3;0
2020;5;167;Centros escolares;CEIP Ntra Sra Fuencisla;CALLE TOMELLOSO, 39 28026 MADRID;USERA;ALMENDRALES;4.407.450.145.335.650;4.470.201.385.031.260;-3.698.065;40.380.294;AMCPFUENCISLA_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;1,6
2020;5;844;Centros deportivos;CDM Orcasitas;AVENIDA RAFAELA YBARRA, 52 28026 MADRID;USERA;ZOFIO;4.394.930.177.554.650;4.469.717.279.646.020;-37.127.673.625.946;403.758.429.603.234;AMCDMORCASITASOFICINAS_GeneralBT_Oficinas;Externo;Energia activa;Activa Interruptor Gral;kWh;920
2020;5;844;Centros deportivos;CDM Orcasitas;AVENIDA RAFAELA YBARRA, 52 28026 MADRID;USERA;ZOFIO;4.394.930.177.554.650;4.469.717.279.646.020;-37.127.673.625.946;403.758.429.603.234;AMCDMORCASITASVERANO_GeneralBT_Verano;Externo;Energia activa;Activa Interruptor Gral;kWh;253
2020;5;844;Centros deportivos;CDM Orcasitas;AVENIDA RAFAELA YBARRA, 52 28026 MADRID;USERA;ZOFIO;4.394.930.177.554.650;4.469.717.279.646.020;-37.127.673.625.946;403.758.429.603.234;AMCDMORCASITASVERANO_GeneralBT_Verano;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;0
2020;5;844;Centros deportivos;CDM Orcasitas;AVENIDA RAFAELA YBARRA, 52 28026 MADRID;USERA;ZOFIO;4.394.930.177.554.650;4.469.717.279.646.020;-37.127.673.625.946;403.758.429.603.234;AMCDMORCASITASOFICINAS_GeneralBT_Oficinas;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;5174
2020;5;49;Centros escolares;CEIP Claudio Moyano;CALLE CEA BERMUDEZ, 26 28003 MADRID;CHAMBER�;VALLEHERMOSO;43.988.449.311.509.900;4.476.723.648.591.680;-3.708.818;40.438.988;AMCPCMOYANO_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;1682,5
2020;5;49;Centros escolares;CEIP Claudio Moyano;CALLE CEA BERMUDEZ, 26 28003 MADRID;CHAMBER�;VALLEHERMOSO;43.988.449.311.509.900;4.476.723.648.591.680;-3.708.818;40.438.988;AMCPCMOYANO_Gas;Externo;Gas;Gas;m3;0
2020;5;49;Centros escolares;CEIP Claudio Moyano;CALLE CEA BERMUDEZ, 26 28003 MADRID;CHAMBER�;VALLEHERMOSO;43.988.449.311.509.900;4.476.723.648.591.680;-3.708.818;40.438.988;AMCPCMOYANO_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;0,1
2020;5;1942;Centros deportivos;CDM San Blas;CALLE ARCOS DE JALON, 59 28037 MADRID;SAN BLAS-CANILLEJAS;HELL�N;4.480.080.569.554.040;4.475.522.171.258.500;-36.129.409.074.783;404.287.119.519.523;acciona_sanblas;telemedida;Energia activa; ;kWh;0
2020;5;1892;Centros deportivos;CDM Faustina Valladolid - Valdebernardo;CALLE LADERA DE LOS ALMENDROS, 2 28032 MADRID;VIC�LVARO;CASCO H.VIC�LVARO;44.714.274.525.532.700;4.472.794.847.606.420;-3.622.915;40.404.088;AMCDMVALDEBERNARDO_Electricidad_General;Externo;Energia activa;Ninguno;kWh;39164
2020;5;1892;Centros deportivos;CDM Faustina Valladolid - Valdebernardo;CALLE LADERA DE LOS ALMENDROS, 2 28032 MADRID;VIC�LVARO;CASCO H.VIC�LVARO;44.714.274.525.532.700;4.472.794.847.606.420;-3.622.915;40.404.088;AMCDMVALDEBERNARDO_Gas_Piscina;Externo;Gas;Ninguno;m3;2338,8
2020;5;1892;Centros deportivos;CDM Faustina Valladolid - Valdebernardo;CALLE LADERA DE LOS ALMENDROS, 2 28032 MADRID;VIC�LVARO;CASCO H.VIC�LVARO;44.714.274.525.532.700;4.472.794.847.606.420;-3.622.915;40.404.088;AMCDMVALDEBERNARDO_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;0
2020;5;2258;Centros culturales y bibliotecas;Biblioteca Ana Mar�a Matute;CALLE ISAAC ALBENIZ, 1 28019 MADRID;CARABANCHEL;SAN ISIDRO;4.388.739.152.282.310;4.472.154.355.839.190;-37.202.936.410.904;403.977.521.494.866;AMBIBAMMATUTE_General;Externo;Energia activa;Activa Interruptor Gral;kWh;5157
2020;5;2258;Centros culturales y bibliotecas;Biblioteca Ana Mar�a Matute;CALLE ISAAC ALBENIZ, 1 28019 MADRID;CARABANCHEL;SAN ISIDRO;4.388.739.152.282.310;4.472.154.355.839.190;-37.202.936.410.904;403.977.521.494.866;AMBIBAMMATUTE_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;3
2020;5;1945;Centros deportivos;CDM San Juan Bautista;CALLE TREVIANA, 1 28043 MADRID;CIUDAD LINEAL;SAN JUAN BAUTISTA;4.441.429.131.870.390;447.772.992.504.591;-3.658.699;4.044.835;AMCDMSANJUANBAUTISTA_Interruptor_General;Externo;Energia activa;Activa Interruptor Gral;kWh;547
2020;5;1945;Centros deportivos;CDM San Juan Bautista;CALLE TREVIANA, 1 28043 MADRID;CIUDAD LINEAL;SAN JUAN BAUTISTA;4.441.429.131.870.390;447.772.992.504.591;-3.658.699;4.044.835;AMCDMSANJUANBAUTISTA_Gas_Piscina;Externo;Gas;Ninguno;m3;0
2020;5;1945;Centros deportivos;CDM San Juan Bautista;CALLE TREVIANA, 1 28043 MADRID;CIUDAD LINEAL;SAN JUAN BAUTISTA;4.441.429.131.870.390;447.772.992.504.591;-3.658.699;4.044.835;AMCDMSANJUANBAUTISTA_Interruptor_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;1
2020;5;2204;Centros culturales y bibliotecas;Biblioteca Mar�a Lej�rraga;CALLE PRINCESA DE EBOLI, 29 28050 MADRID;HORTALEZA;VALDEFUENTES;44.446.159.650.538.600;4.482.377.506.948.950;-3.655.348;40.490.239;AMBIBMLEJARRAGA_Electricidad_General* 0,1444;Procesado;Energia activa;Ninguno;kWh;1022,352
2020;5;1526;Centros culturales y bibliotecas;Biblioteca Jos� Hierro;CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID;SAN BLAS-CANILLEJAS;ROSAS;44.821.429.718.579.900;4.476.029.816.700.760;-3.610.551;40.433.298;AMBIBJHIERRO_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;2196
2020;5;1526;Centros culturales y bibliotecas;Biblioteca Jos� Hierro;CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID;SAN BLAS-CANILLEJAS;ROSAS;44.821.429.718.579.900;4.476.029.816.700.760;-3.610.551;40.433.298;AMBIBJHIERRO_Gas_General;Externo;Gas;Gas;m3;0
2020;5;1526;Centros culturales y bibliotecas;Biblioteca Jos� Hierro;CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID;SAN BLAS-CANILLEJAS;ROSAS;44.821.429.718.579.900;4.476.029.816.700.760;-3.610.551;40.433.298;AMBIBJHIERRO_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;168
2020;5;2178;Centros culturales y bibliotecas;Biblioteca �ngel Gonz�lez;CALLE GRANJA DE TORREHERMOSA, 1 28024 MADRID;LATINA;ALUCHE;434.962.847.390.704;4.472.100.214.207.930;-37.663.713.097.572;403.969.681.670.062;AMBIBAGONZALEZ_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;3247
2020;5;2178;Centros culturales y bibliotecas;Biblioteca �ngel Gonz�lez;CALLE GRANJA DE TORREHERMOSA, 1 28024 MADRID;LATINA;ALUCHE;434.962.847.390.704;4.472.100.214.207.930;-37.663.713.097.572;403.969.681.670.062;AMBIBAGONZALEZ_Gas_General;Externo;Gas;Gas;m3;0
2020;5;2178;Centros culturales y bibliotecas;Biblioteca �ngel Gonz�lez;CALLE GRANJA DE TORREHERMOSA, 1 28024 MADRID;LATINA;ALUCHE;434.962.847.390.704;4.472.100.214.207.930;-37.663.713.097.572;403.969.681.670.062;AMBIBAGONZALEZ_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;1702
2020;5;1933;Centros deportivos;CDM La Elipa;CALLE ALCALDE GARRIDO JUARISTI, 17 28030 MADRID;MORATALAZ;MEDIA LEGUA;4.443.432.511.138.060;44.740.452.603.394.800;-3.656.014;4.041.517;AMCDMELIPAFUTBOL7_Gas_Futbol;Externo;Gas;Gas;m3;0,6
2020;5;1950;Centros deportivos;CDM Vicente del Bosque;AVENIDA MONFORTE DE LEMOS, 13 28029 MADRID;FUENCARRAL-EL PARDO;LA PAZ;44.118.352.695.258.400;4.481.081.647.676.390;-36.939.060.688.019;404.783.396.017.234;acciona_vicentedelbosque;telemedida;Energia activa;Activa Contador Gral - Bus;kWh;6713
2020;5;1950;Centros deportivos;CDM Vicente del Bosque;AVENIDA MONFORTE DE LEMOS, 13 28029 MADRID;FUENCARRAL-EL PARDO;LA PAZ;44.118.352.695.258.400;4.481.081.647.676.390;-36.939.060.688.019;404.783.396.017.234;acciona_vicentedelbosque;telemedida;Energia reactiva;Reactiva tarifa 3.1A;kVAr;1
2020;5;1114;Centros deportivos;CDM Plata y Casta�ar;PASEO PLATA Y CASTA�AR, 7 28021 MADRID;VILLAVERDE;VILLAVERDE ALTO;43.902.711.412.793.100;4.466.911.159.871.560;-3.717.987;4.035.053;AMCDMPLATYCAST_CT_General;Externo;Energia activa;Activa Interruptor Gral;kWh;18435
2020;5;1114;Centros deportivos;CDM Plata y Casta�ar;PASEO PLATA Y CASTA�AR, 7 28021 MADRID;VILLAVERDE;VILLAVERDE ALTO;43.902.711.412.793.100;4.466.911.159.871.560;-3.717.987;4.035.053;AMCDMPLATYCAST_Gas_Piscina;Externo;Gas;Gas;m3;2282
